invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,hour,day_of_week,month,Revenue,Profit,price_range,time_segment,is_weekend,transaction_size
5167,WALM015,Grand Prairie,Home and lifestyle,69.0,2.0,2022-01-08,1900-01-01 20:39:00,Credit card,8.0,0.48,20,Saturday,January,138.0,66.24,High,Evening,True,Medium
5168,WALM021,McAllen,Fashion accessories,39.0,1.0,2023-12-14,1900-01-01 18:58:00,Credit card,4.0,0.48,18,Thursday,December,39.0,18.72,Medium,Afternoon,False,Small
5169,WALM012,Garland,Home and lifestyle,32.0,2.0,2022-10-19,1900-01-01 17:30:00,Credit card,8.0,0.48,17,Wednesday,October,64.0,30.72,Medium,Afternoon,False,Medium
5170,WALM037,League City,Fashion accessories,69.0,1.0,2022-01-10,1900-01-01 15:05:00,Credit card,4.0,0.48,15,Monday,January,69.0,33.12,High,Afternoon,False,Medium
5171,WALM062,Galveston,Home and lifestyle,28.0,2.0,2020-01-12,1900-01-01 18:19:00,Credit card,8.0,0.33,18,Sunday,January,56.0,18.48,Medium,Afternoon,True,Medium
5172,WALM034,College Station,Fashion accessories,43.0,3.0,2021-10-25,1900-01-01 18:29:00,Credit card,9.0,0.48,18,Monday,October,129.0,61.919999999999995,Medium,Afternoon,False,Medium
5173,WALM034,College Station,Home and lifestyle,83.0,1.0,2020-08-29,1900-01-01 18:37:00,Credit card,9.0,0.48,18,Saturday,August,83.0,39.839999999999996,High,Afternoon,True,Medium
5174,WALM060,DeSoto,Fashion accessories,47.0,2.0,2023-09-25,1900-01-01 18:30:00,Credit card,5.0,0.33,18,Monday,September,94.0,31.020000000000003,Medium,Afternoon,False,Medium
5175,WALM060,DeSoto,Home and lifestyle,43.0,1.0,2020-11-20,1900-01-01 17:15:00,Credit card,5.0,0.33,17,Friday,November,43.0,14.190000000000001,Medium,Afternoon,False,Small
5176,WALM027,Abilene,Fashion accessories,84.0,3.0,2023-09-21,1900-01-01 18:49:00,Credit card,8.0,0.48,18,Thursday,September,252.0,120.96,High,Afternoon,False,Large
5177,WALM036,Allen,Home and lifestyle,64.0,2.0,2020-01-11,1900-01-01 17:00:00,Credit card,7.0,0.48,17,Saturday,January,128.0,61.44,High,Afternoon,True,Medium
5178,WALM002,Dallas,Fashion accessories,78.0,1.0,2021-12-19,1900-01-01 20:44:00,Credit card,5.0,0.36,20,Sunday,December,78.0,28.08,High,Evening,True,Medium
5179,WALM092,Lake Jackson,Home and lifestyle,55.0,3.0,2022-11-25,1900-01-01 19:56:00,Credit card,7.0,0.33,19,Friday,November,165.0,54.45,High,Evening,False,Large
5180,WALM007,Arlington,Fashion accessories,76.0,2.0,2023-10-21,1900-01-01 18:37:00,Credit card,6.0,0.48,18,Saturday,October,152.0,72.96,High,Afternoon,True,Large
5181,WALM023,Midland,Home and lifestyle,34.0,1.0,2021-09-30,1900-01-01 19:50:00,Credit card,5.0,0.48,19,Thursday,September,34.0,16.32,Medium,Evening,False,Small
5182,WALM019,Pasadena,Fashion accessories,44.0,2.0,2021-12-08,1900-01-01 19:26:00,Credit card,5.0,0.48,19,Wednesday,December,88.0,42.239999999999995,Medium,Evening,False,Medium
5183,WALM041,Mission,Home and lifestyle,49.0,3.0,2021-09-14,1900-01-01 20:19:00,Ewallet,6.0,0.48,20,Tuesday,September,147.0,70.56,Medium,Evening,False,Medium
5184,WALM027,Abilene,Fashion accessories,23.0,3.0,2021-03-08,1900-01-01 15:02:00,Credit card,5.0,0.48,15,Monday,March,69.0,33.12,Medium,Afternoon,False,Medium
5185,WALM043,Baytown,Home and lifestyle,63.0,2.0,2022-02-08,1900-01-01 18:50:00,Credit card,6.0,0.48,18,Tuesday,February,126.0,60.48,High,Afternoon,False,Medium
5186,WALM063,Georgetown,Fashion accessories,60.0,3.0,2023-02-11,1900-01-01 18:14:00,Credit card,4.0,0.33,18,Saturday,February,180.0,59.400000000000006,High,Afternoon,True,Large
5187,WALM004,Austin,Home and lifestyle,84.0,2.0,2023-12-29,1900-01-01 17:10:00,Credit card,8.0,0.48,17,Friday,December,168.0,80.64,High,Afternoon,False,Large
5188,WALM063,Georgetown,Fashion accessories,85.0,3.0,2023-12-24,1900-01-01 16:41:00,Credit card,7.0,0.33,16,Sunday,December,255.0,84.15,High,Afternoon,True,Large
5189,WALM071,Lufkin,Home and lifestyle,16.0,1.0,2020-10-12,1900-01-01 19:34:00,Credit card,9.0,0.33,19,Monday,October,16.0,5.28,Low,Evening,False,Small
5190,WALM001,Houston,Fashion accessories,54.0,1.0,2023-10-11,1900-01-01 20:36:00,Credit card,9.0,0.36,20,Wednesday,October,54.0,19.439999999999998,High,Evening,False,Medium
5191,WALM048,Harlingen,Home and lifestyle,81.0,2.0,2021-08-10,1900-01-01 18:42:00,Credit card,5.0,0.48,18,Tuesday,August,162.0,77.75999999999999,High,Afternoon,False,Large
5192,WALM023,Midland,Fashion accessories,38.0,2.0,2021-08-09,1900-01-01 17:25:00,Credit card,8.0,0.48,17,Monday,August,76.0,36.48,Medium,Afternoon,False,Medium
5193,WALM047,Flower Mound,Home and lifestyle,40.0,3.0,2021-11-26,1900-01-01 15:34:00,Credit card,5.0,0.48,15,Friday,November,120.0,57.599999999999994,Medium,Afternoon,False,Medium
5194,WALM092,Lake Jackson,Fashion accessories,71.0,1.0,2023-09-27,1900-01-01 15:11:00,Credit card,6.0,0.33,15,Wednesday,September,71.0,23.43,High,Afternoon,False,Medium
5195,WALM019,Pasadena,Home and lifestyle,24.0,1.0,2020-09-17,1900-01-01 17:25:00,Credit card,6.0,0.48,17,Thursday,September,24.0,11.52,Medium,Afternoon,False,Small
5196,WALM059,Pflugerville,Fashion accessories,68.0,1.0,2022-06-08,1900-01-01 20:58:00,Credit card,8.0,0.33,20,Wednesday,June,68.0,22.44,High,Evening,False,Medium
5197,WALM024,Carrollton,Home and lifestyle,16.0,3.0,2022-11-30,1900-01-01 19:00:00,Credit card,6.0,0.48,19,Wednesday,November,48.0,23.04,Low,Evening,False,Small
5198,WALM072,Lancaster,Fashion accessories,29.0,2.0,2021-05-09,1900-01-01 16:07:00,Credit card,5.0,0.33,16,Sunday,May,58.0,19.14,Medium,Afternoon,True,Medium
5199,WALM041,Mission,Home and lifestyle,21.0,1.0,2021-03-12,1900-01-01 20:31:00,Ewallet,4.0,0.48,20,Friday,March,21.0,10.08,Medium,Evening,False,Small
5200,WALM005,Fort Worth,Fashion accessories,68.0,3.0,2023-09-17,1900-01-01 20:47:00,Credit card,8.0,0.48,20,Sunday,September,204.0,97.92,High,Evening,True,Large
5201,WALM083,Farmers Branch,Home and lifestyle,47.0,2.0,2020-03-08,1900-01-01 16:36:00,Credit card,5.0,0.33,16,Sunday,March,94.0,31.020000000000003,Medium,Afternoon,True,Medium
5202,WALM017,McKinney,Fashion accessories,29.0,3.0,2023-11-30,1900-01-01 20:09:00,Credit card,4.0,0.48,20,Thursday,November,87.0,41.76,Medium,Evening,False,Medium
5203,WALM090,Brownwood,Home and lifestyle,48.0,3.0,2022-09-28,1900-01-01 17:27:00,Credit card,5.0,0.33,17,Wednesday,September,144.0,47.52,Medium,Afternoon,False,Medium
5204,WALM068,Burleson,Fashion accessories,84.0,2.0,2021-08-12,1900-01-01 20:20:00,Credit card,5.0,0.33,20,Thursday,August,168.0,55.440000000000005,High,Evening,False,Large
5205,WALM058,Port Arthur,Home and lifestyle,80.0,2.0,2021-08-25,1900-01-01 17:23:00,Credit card,8.0,0.33,17,Wednesday,August,160.0,52.800000000000004,High,Afternoon,False,Large
5206,WALM006,El Paso,Fashion accessories,76.0,2.0,2021-12-17,1900-01-01 15:27:00,Credit card,7.0,0.48,15,Friday,December,152.0,72.96,High,Afternoon,False,Large
5207,WALM010,Laredo,Home and lifestyle,74.0,1.0,2021-02-12,1900-01-01 19:28:00,Credit card,6.0,0.48,19,Friday,February,74.0,35.519999999999996,High,Evening,False,Medium
5208,WALM057,Euless,Fashion accessories,76.0,1.0,2021-10-09,1900-01-01 16:41:00,Credit card,8.0,0.33,16,Saturday,October,76.0,25.080000000000002,High,Afternoon,True,Medium
5209,WALM042,Bryan,Home and lifestyle,28.0,3.0,2023-08-28,1900-01-01 16:28:00,Credit card,9.0,0.48,16,Monday,August,84.0,40.32,Medium,Afternoon,False,Medium
5210,WALM002,Dallas,Fashion accessories,36.0,1.0,2021-08-13,1900-01-01 15:47:00,Credit card,7.0,0.36,15,Friday,August,36.0,12.959999999999999,Medium,Afternoon,False,Small
5211,WALM048,Harlingen,Home and lifestyle,37.0,2.0,2021-08-21,1900-01-01 15:40:00,Credit card,9.0,0.48,15,Saturday,August,74.0,35.519999999999996,Medium,Afternoon,True,Medium
5212,WALM005,Fort Worth,Fashion accessories,24.0,1.0,2023-08-30,1900-01-01 20:43:00,Credit card,8.0,0.48,20,Wednesday,August,24.0,11.52,Medium,Evening,False,Small
5213,WALM076,Huntsville,Home and lifestyle,44.0,1.0,2021-10-27,1900-01-01 17:59:00,Credit card,4.0,0.33,17,Wednesday,October,44.0,14.520000000000001,Medium,Afternoon,False,Small
5214,WALM018,Frisco,Fashion accessories,34.0,2.0,2021-11-23,1900-01-01 18:39:00,Credit card,7.0,0.48,18,Tuesday,November,68.0,32.64,Medium,Afternoon,False,Medium
5215,WALM024,Carrollton,Home and lifestyle,41.0,2.0,2022-08-21,1900-01-01 16:32:00,Credit card,6.0,0.48,16,Sunday,August,82.0,39.36,Medium,Afternoon,True,Medium
5216,WALM061,Cedar Park,Fashion accessories,84.0,2.0,2020-11-26,1900-01-01 15:43:00,Credit card,8.0,0.33,15,Thursday,November,168.0,55.440000000000005,High,Afternoon,False,Large
5217,WALM031,Lewisville,Home and lifestyle,36.0,2.0,2022-08-11,1900-01-01 17:50:00,Credit card,6.0,0.48,17,Thursday,August,72.0,34.56,Medium,Afternoon,False,Medium
5218,WALM079,La Porte,Fashion accessories,30.0,1.0,2023-11-21,1900-01-01 20:35:00,Credit card,8.0,0.33,20,Tuesday,November,30.0,9.9,Medium,Evening,False,Small
5219,WALM057,Euless,Home and lifestyle,23.0,1.0,2022-06-12,1900-01-01 15:43:00,Credit card,6.0,0.33,15,Sunday,June,23.0,7.590000000000001,Medium,Afternoon,True,Small
5220,WALM066,Grapevine,Fashion accessories,25.0,1.0,2023-07-10,1900-01-01 17:24:00,Credit card,9.0,0.33,17,Monday,July,25.0,8.25,Medium,Afternoon,False,Small
5221,WALM051,New Braunfels,Home and lifestyle,19.0,1.0,2020-08-13,1900-01-01 18:04:00,Credit card,4.0,0.48,18,Thursday,August,19.0,9.12,Low,Afternoon,False,Small
5222,WALM015,Grand Prairie,Fashion accessories,80.0,3.0,2021-07-11,1900-01-01 19:48:00,Credit card,4.0,0.48,19,Sunday,July,240.0,115.19999999999999,High,Evening,True,Large
5223,WALM100,Canyon,Home and lifestyle,40.0,1.0,2022-11-16,1900-01-01 17:49:00,Credit card,8.0,0.18,17,Wednesday,November,40.0,7.199999999999999,Medium,Afternoon,False,Small
5224,WALM068,Burleson,Fashion accessories,80.0,1.0,2022-10-17,1900-01-01 15:39:00,Credit card,8.0,0.33,15,Monday,October,80.0,26.400000000000002,High,Afternoon,False,Medium
5225,WALM080,Nacogdoches,Home and lifestyle,55.0,3.0,2021-09-11,1900-01-01 15:49:00,Credit card,7.0,0.33,15,Saturday,September,165.0,54.45,High,Afternoon,True,Large
5226,WALM042,Bryan,Fashion accessories,51.0,3.0,2022-11-16,1900-01-01 17:06:00,Credit card,9.0,0.48,17,Wednesday,November,153.0,73.44,High,Afternoon,False,Large
5227,WALM005,Fort Worth,Home and lifestyle,47.0,2.0,2023-08-30,1900-01-01 18:52:00,Credit card,5.0,0.48,18,Wednesday,August,94.0,45.12,Medium,Afternoon,False,Medium
5228,WALM048,Harlingen,Fashion accessories,82.0,2.0,2020-08-17,1900-01-01 19:54:00,Credit card,8.0,0.48,19,Monday,August,164.0,78.72,High,Evening,False,Large
5229,WALM004,Austin,Home and lifestyle,70.0,3.0,2022-08-29,1900-01-01 18:15:00,Credit card,7.0,0.48,18,Monday,August,210.0,100.8,High,Afternoon,False,Large
5230,WALM043,Baytown,Fashion accessories,63.0,3.0,2020-11-25,1900-01-01 19:09:00,Credit card,7.0,0.48,19,Wednesday,November,189.0,90.72,High,Evening,False,Large
5231,WALM030,Richardson,Home and lifestyle,27.0,2.0,2022-06-09,1900-01-01 18:23:00,Credit card,4.0,0.48,18,Thursday,June,54.0,25.919999999999998,Medium,Afternoon,False,Medium
5232,WALM092,Lake Jackson,Fashion accessories,29.0,1.0,2020-09-10,1900-01-01 20:51:00,Credit card,8.0,0.33,20,Thursday,September,29.0,9.57,Medium,Evening,False,Small
5233,WALM005,Fort Worth,Home and lifestyle,47.0,3.0,2020-11-14,1900-01-01 17:37:00,Credit card,8.0,0.48,17,Saturday,November,141.0,67.67999999999999,Medium,Afternoon,True,Medium
5234,WALM015,Grand Prairie,Fashion accessories,80.0,3.0,2022-12-20,1900-01-01 20:16:00,Credit card,9.0,0.48,20,Tuesday,December,240.0,115.19999999999999,High,Evening,False,Large
5235,WALM052,Mansfield,Home and lifestyle,57.0,2.0,2020-05-12,1900-01-01 19:53:00,Credit card,4.0,0.57,19,Tuesday,May,114.0,64.97999999999999,High,Evening,False,Medium
5236,WALM045,Missouri City,Fashion accessories,47.0,1.0,2022-07-12,1900-01-01 18:43:00,Credit card,6.0,0.48,18,Tuesday,July,47.0,22.56,Medium,Afternoon,False,Small
5237,WALM059,Pflugerville,Home and lifestyle,42.0,1.0,2021-08-25,1900-01-01 19:50:00,Credit card,4.0,0.33,19,Wednesday,August,42.0,13.860000000000001,Medium,Evening,False,Small
5238,WALM064,Bedford,Fashion accessories,73.0,2.0,2022-12-27,1900-01-01 16:57:00,Credit card,4.0,0.33,16,Tuesday,December,146.0,48.18,High,Afternoon,False,Medium
5239,WALM069,Rockwall,Home and lifestyle,25.0,3.0,2022-10-25,1900-01-01 19:54:00,Credit card,6.0,0.33,19,Tuesday,October,75.0,24.75,Medium,Evening,False,Medium
5240,WALM051,New Braunfels,Fashion accessories,19.0,2.0,2022-07-11,1900-01-01 16:04:00,Credit card,6.0,0.57,16,Monday,July,38.0,21.659999999999997,Low,Afternoon,False,Small
5241,WALM002,Dallas,Home and lifestyle,20.0,2.0,2023-11-23,1900-01-01 15:41:00,Credit card,7.0,0.36,15,Thursday,November,40.0,14.399999999999999,Low,Afternoon,False,Small
5242,WALM068,Burleson,Fashion accessories,82.0,1.0,2021-08-19,1900-01-01 18:07:00,Credit card,3.0,0.33,18,Thursday,August,82.0,27.060000000000002,High,Afternoon,False,Medium
5243,WALM022,Mesquite,Home and lifestyle,49.0,1.0,2021-10-15,1900-01-01 19:38:00,Credit card,6.0,0.48,19,Friday,October,49.0,23.52,Medium,Evening,False,Small
5244,WALM043,Baytown,Fashion accessories,67.0,1.0,2021-09-24,1900-01-01 18:07:00,Credit card,3.0,0.48,18,Friday,September,67.0,32.16,High,Afternoon,False,Medium
5245,WALM078,Del Rio,Home and lifestyle,24.0,2.0,2023-11-13,1900-01-01 15:55:00,Credit card,7.0,0.33,15,Monday,November,48.0,15.84,Medium,Afternoon,False,Small
5246,WALM001,Houston,Fashion accessories,54.0,3.0,2020-09-28,1900-01-01 17:12:00,Credit card,6.0,0.36,17,Monday,September,162.0,58.32,High,Afternoon,False,Large
5247,WALM060,DeSoto,Home and lifestyle,81.0,1.0,2020-08-23,1900-01-01 15:48:00,Credit card,5.0,0.33,15,Sunday,August,81.0,26.73,High,Afternoon,True,Medium
5248,WALM061,Cedar Park,Fashion accessories,45.0,3.0,2022-11-09,1900-01-01 16:52:00,Credit card,5.0,0.33,16,Wednesday,November,135.0,44.550000000000004,Medium,Afternoon,False,Medium
5249,WALM026,Denton,Home and lifestyle,74.0,2.0,2021-06-09,1900-01-01 19:02:00,Credit card,7.0,0.48,19,Wednesday,June,148.0,71.03999999999999,High,Evening,False,Medium
5250,WALM026,Denton,Fashion accessories,43.0,3.0,2022-12-25,1900-01-01 19:14:00,Credit card,7.0,0.48,19,Sunday,December,129.0,61.919999999999995,Medium,Evening,True,Medium
5251,WALM058,Port Arthur,Home and lifestyle,62.0,3.0,2023-02-08,1900-01-01 15:51:00,Credit card,6.0,0.33,15,Wednesday,February,186.0,61.38,High,Afternoon,False,Large
5252,WALM068,Burleson,Fashion accessories,79.0,1.0,2020-09-11,1900-01-01 17:01:00,Credit card,7.0,0.33,17,Friday,September,79.0,26.07,High,Afternoon,False,Medium
5253,WALM037,League City,Home and lifestyle,29.0,3.0,2022-06-12,1900-01-01 17:53:00,Credit card,7.0,0.48,17,Sunday,June,87.0,41.76,Medium,Afternoon,True,Medium
5254,WALM015,Grand Prairie,Fashion accessories,19.0,1.0,2023-12-23,1900-01-01 15:48:00,Credit card,6.0,0.48,15,Saturday,December,19.0,9.12,Low,Afternoon,True,Small
5255,WALM071,Lufkin,Home and lifestyle,17.0,2.0,2023-12-21,1900-01-01 19:37:00,Credit card,5.0,0.33,19,Thursday,December,34.0,11.22,Low,Evening,False,Small
5256,WALM008,Corpus Christi,Fashion accessories,82.0,1.0,2023-12-20,1900-01-01 19:16:00,Credit card,4.0,0.48,19,Wednesday,December,82.0,39.36,High,Evening,False,Medium
5257,WALM053,Conroe,Home and lifestyle,59.0,1.0,2022-12-15,1900-01-01 17:47:00,Credit card,6.0,0.57,17,Thursday,December,59.0,33.629999999999995,High,Afternoon,False,Medium
5258,WALM088,Cleburne,Fashion accessories,49.0,2.0,2022-01-11,1900-01-01 17:57:00,Credit card,5.0,0.33,17,Tuesday,January,98.0,32.34,Medium,Afternoon,False,Medium
5259,WALM037,League City,Home and lifestyle,29.0,2.0,2022-11-10,1900-01-01 18:15:00,Credit card,5.0,0.48,18,Thursday,November,58.0,27.84,Medium,Afternoon,False,Medium
5260,WALM040,Edinburg,Fashion accessories,32.0,2.0,2021-08-25,1900-01-01 20:45:00,Credit card,6.0,0.48,20,Wednesday,August,64.0,30.72,Medium,Evening,False,Medium
5261,WALM078,Del Rio,Home and lifestyle,63.0,3.0,2022-04-11,1900-01-01 20:38:00,Credit card,4.0,0.33,20,Monday,April,189.0,62.370000000000005,High,Evening,False,Large
5262,WALM019,Pasadena,Fashion accessories,27.0,1.0,2021-11-24,1900-01-01 19:25:00,Credit card,3.0,0.48,19,Wednesday,November,27.0,12.959999999999999,Medium,Evening,False,Small
5263,WALM013,Irving,Home and lifestyle,51.0,1.0,2022-11-24,1900-01-01 19:27:00,Credit card,6.0,0.48,19,Thursday,November,51.0,24.48,High,Evening,False,Medium
5264,WALM059,Pflugerville,Fashion accessories,75.0,2.0,2020-11-26,1900-01-01 18:59:00,Credit card,7.0,0.33,18,Thursday,November,150.0,49.5,High,Afternoon,False,Medium
5265,WALM093,Angleton,Home and lifestyle,50.0,2.0,2022-11-19,1900-01-01 15:02:00,Credit card,7.0,0.33,15,Saturday,November,100.0,33.0,Medium,Afternoon,True,Medium
5266,WALM092,Lake Jackson,Fashion accessories,15.0,1.0,2021-11-23,1900-01-01 15:05:00,Credit card,6.0,0.33,15,Tuesday,November,15.0,4.95,Low,Afternoon,False,Small
5267,WALM018,Frisco,Home and lifestyle,74.0,1.0,2021-11-18,1900-01-01 19:22:00,Credit card,5.0,0.48,19,Thursday,November,74.0,35.519999999999996,High,Evening,False,Medium
5268,WALM001,Houston,Fashion accessories,41.0,2.0,2022-12-15,1900-01-01 16:27:00,Credit card,3.0,0.36,16,Thursday,December,82.0,29.52,Medium,Afternoon,False,Medium
5269,WALM037,League City,Home and lifestyle,40.0,2.0,2021-11-25,1900-01-01 15:54:00,Credit card,5.0,0.48,15,Thursday,November,80.0,38.4,Medium,Afternoon,False,Medium
5270,WALM053,Conroe,Fashion accessories,47.0,2.0,2022-01-12,1900-01-01 18:23:00,Credit card,5.0,0.21,18,Wednesday,January,94.0,19.74,Medium,Afternoon,False,Medium
5271,WALM061,Cedar Park,Home and lifestyle,73.0,1.0,2020-06-11,1900-01-01 16:40:00,Credit card,5.0,0.33,16,Thursday,June,73.0,24.09,High,Afternoon,False,Medium
5272,WALM052,Mansfield,Fashion accessories,42.0,3.0,2021-12-28,1900-01-01 18:01:00,Credit card,6.0,0.57,18,Tuesday,December,126.0,71.82,Medium,Afternoon,False,Medium
5273,WALM010,Laredo,Home and lifestyle,67.0,1.0,2021-03-12,1900-01-01 19:00:00,Credit card,3.0,0.48,19,Friday,March,67.0,32.16,High,Evening,False,Medium
5274,WALM047,Flower Mound,Fashion accessories,77.0,2.0,2022-11-25,1900-01-01 19:41:00,Credit card,6.0,0.48,19,Friday,November,154.0,73.92,High,Evening,False,Large
5275,WALM044,Pharr,Home and lifestyle,53.0,3.0,2020-06-12,1900-01-01 17:31:00,Credit card,5.0,0.48,17,Friday,June,159.0,76.32,High,Afternoon,False,Large
5276,WALM008,Corpus Christi,Fashion accessories,56.0,2.0,2023-12-23,1900-01-01 20:14:00,Credit card,5.0,0.48,20,Saturday,December,112.0,53.76,High,Evening,True,Medium
5277,WALM004,Austin,Home and lifestyle,42.0,1.0,2020-12-12,1900-01-01 18:25:00,Credit card,5.0,0.48,18,Saturday,December,42.0,20.16,Medium,Afternoon,True,Small
5278,WALM062,Galveston,Fashion accessories,66.0,2.0,2020-11-14,1900-01-01 17:00:00,Credit card,7.0,0.33,17,Saturday,November,132.0,43.56,High,Afternoon,True,Medium
5279,WALM017,McKinney,Home and lifestyle,85.0,1.0,2022-12-15,1900-01-01 20:10:00,Credit card,7.0,0.48,20,Thursday,December,85.0,40.8,High,Evening,False,Medium
5280,WALM028,Odessa,Fashion accessories,47.0,1.0,2020-06-12,1900-01-01 19:41:00,Credit card,4.0,0.48,19,Friday,June,47.0,22.56,Medium,Evening,False,Small
5281,WALM007,Arlington,Home and lifestyle,28.0,3.0,2023-11-21,1900-01-01 18:17:00,Credit card,4.0,0.48,18,Tuesday,November,84.0,40.32,Medium,Afternoon,False,Medium
5282,WALM041,Mission,Fashion accessories,37.0,3.0,2020-12-11,1900-01-01 17:31:00,Ewallet,7.0,0.48,17,Friday,December,111.0,53.28,Medium,Afternoon,False,Medium
5283,WALM095,Big Spring,Home and lifestyle,38.0,1.0,2020-11-21,1900-01-01 15:17:00,Credit card,6.0,0.33,15,Saturday,November,38.0,12.540000000000001,Medium,Afternoon,True,Small
5284,WALM072,Lancaster,Fashion accessories,38.0,3.0,2022-04-12,1900-01-01 19:15:00,Credit card,7.0,0.33,19,Tuesday,April,114.0,37.620000000000005,Medium,Evening,False,Medium
5285,WALM060,DeSoto,Home and lifestyle,50.0,2.0,2020-12-28,1900-01-01 20:52:00,Credit card,7.0,0.33,20,Monday,December,100.0,33.0,Medium,Evening,False,Medium
5286,WALM071,Lufkin,Fashion accessories,22.0,1.0,2020-11-12,1900-01-01 20:25:00,Credit card,4.0,0.33,20,Thursday,November,22.0,7.260000000000001,Medium,Evening,False,Small
5287,WALM062,Galveston,Home and lifestyle,45.0,3.0,2023-11-22,1900-01-01 20:03:00,Credit card,6.0,0.33,20,Wednesday,November,135.0,44.550000000000004,Medium,Evening,False,Medium
5288,WALM009,Plano,Fashion accessories,29.0,1.0,2023-12-11,1900-01-01 16:02:00,Credit card,6.0,0.48,16,Monday,December,29.0,13.92,Medium,Afternoon,False,Small
5289,WALM039,Longview,Home and lifestyle,22.0,1.0,2023-06-12,1900-01-01 17:14:00,Credit card,5.0,0.48,17,Monday,June,22.0,10.559999999999999,Medium,Afternoon,False,Small
5290,WALM005,Fort Worth,Fashion accessories,39.0,1.0,2022-01-11,1900-01-01 20:05:00,Credit card,5.0,0.48,20,Tuesday,January,39.0,18.72,Medium,Evening,False,Small
5291,WALM037,League City,Home and lifestyle,15.0,3.0,2021-11-30,1900-01-01 16:28:00,Credit card,7.0,0.48,16,Tuesday,November,45.0,21.599999999999998,Low,Afternoon,False,Small
5292,WALM008,Corpus Christi,Fashion accessories,31.0,2.0,2022-08-11,1900-01-01 19:25:00,Credit card,5.0,0.48,19,Thursday,August,62.0,29.759999999999998,Medium,Evening,False,Medium
5293,WALM063,Georgetown,Home and lifestyle,47.0,1.0,2022-11-17,1900-01-01 15:32:00,Credit card,4.0,0.33,15,Thursday,November,47.0,15.510000000000002,Medium,Afternoon,False,Small
5294,WALM036,Allen,Fashion accessories,24.0,3.0,2020-12-23,1900-01-01 18:53:00,Credit card,3.0,0.48,18,Wednesday,December,72.0,34.56,Medium,Afternoon,False,Medium
5295,WALM040,Edinburg,Home and lifestyle,71.0,3.0,2022-12-18,1900-01-01 19:48:00,Credit card,7.0,0.48,19,Sunday,December,213.0,102.24,High,Evening,True,Large
5296,WALM048,Harlingen,Fashion accessories,63.0,3.0,2021-11-29,1900-01-01 20:52:00,Credit card,5.0,0.48,20,Monday,November,189.0,90.72,High,Evening,False,Large
5297,WALM090,Brownwood,Home and lifestyle,79.0,3.0,2023-12-16,1900-01-01 19:24:00,Credit card,6.0,0.33,19,Saturday,December,237.0,78.21000000000001,High,Evening,True,Large
5298,WALM081,Friendswood,Fashion accessories,17.0,3.0,2022-12-15,1900-01-01 18:32:00,Credit card,4.0,0.33,18,Thursday,December,51.0,16.830000000000002,Low,Afternoon,False,Medium
5299,WALM022,Mesquite,Home and lifestyle,24.0,2.0,2020-11-18,1900-01-01 19:40:00,Credit card,3.0,0.48,19,Wednesday,November,48.0,23.04,Medium,Evening,False,Small
5300,WALM051,New Braunfels,Fashion accessories,73.0,3.0,2021-11-15,1900-01-01 18:52:00,Credit card,7.0,0.57,18,Monday,November,219.0,124.82999999999998,High,Afternoon,False,Large
5301,WALM062,Galveston,Home and lifestyle,30.0,3.0,2023-12-15,1900-01-01 17:40:00,Credit card,6.0,0.33,17,Friday,December,90.0,29.700000000000003,Medium,Afternoon,False,Medium
5302,WALM083,Farmers Branch,Fashion accessories,55.0,2.0,2021-11-12,1900-01-01 18:10:00,Credit card,5.0,0.33,18,Friday,November,110.0,36.300000000000004,High,Afternoon,False,Medium
5303,WALM010,Laredo,Home and lifestyle,83.0,2.0,2023-11-24,1900-01-01 16:14:00,Credit card,7.0,0.48,16,Friday,November,166.0,79.67999999999999,High,Afternoon,False,Large
5304,WALM088,Cleburne,Fashion accessories,62.0,2.0,2021-11-28,1900-01-01 15:12:00,Credit card,3.0,0.33,15,Sunday,November,124.0,40.92,High,Afternoon,True,Medium
5305,WALM028,Odessa,Home and lifestyle,23.0,1.0,2023-11-30,1900-01-01 18:15:00,Credit card,4.0,0.48,18,Thursday,November,23.0,11.04,Medium,Afternoon,False,Small
5306,WALM057,Euless,Fashion accessories,16.0,1.0,2021-11-11,1900-01-01 18:19:00,Credit card,7.0,0.33,18,Thursday,November,16.0,5.28,Low,Afternoon,False,Small
5307,WALM048,Harlingen,Home and lifestyle,82.0,2.0,2022-11-23,1900-01-01 19:21:00,Credit card,3.0,0.48,19,Wednesday,November,164.0,78.72,High,Evening,False,Large
5308,WALM017,McKinney,Fashion accessories,18.0,1.0,2022-11-23,1900-01-01 18:31:00,Credit card,6.0,0.48,18,Wednesday,November,18.0,8.64,Low,Afternoon,False,Small
5309,WALM045,Missouri City,Home and lifestyle,23.0,1.0,2023-12-17,1900-01-01 16:20:00,Credit card,5.0,0.48,16,Sunday,December,23.0,11.04,Medium,Afternoon,True,Small
5310,WALM067,Haltom City,Fashion accessories,79.0,2.0,2023-01-12,1900-01-01 17:09:00,Credit card,3.0,0.33,17,Thursday,January,158.0,52.14,High,Afternoon,False,Large
5311,WALM048,Harlingen,Home and lifestyle,40.0,1.0,2021-11-11,1900-01-01 18:59:00,Credit card,5.0,0.48,18,Thursday,November,40.0,19.2,Medium,Afternoon,False,Small
